Fiscalizador;Establ;Programa;Vehiculo;Dia;valor;
1;55;2;2;5;0;
1;55;2;3;1;0;
1;55;2;3;2;0;
1;55;2;3;3;0;
1;55;2;3;4;0;
1;55;2;3;5;0;
1;55;2;4;1;0;
1;55;2;4;2;0;
1;55;2;4;3;0;
1;55;2;4;4;0;
1;55;2;4;5;0;
1;55;3;1;1;0;
1;55;3;1;2;0;
1;55;3;1;3;0;
1;55;3;1;4;0;
1;55;3;1;5;0;
1;55;3;2;1;0;
1;55;3;2;2;0;
1;55;3;2;3;0;
1;55;3;2;4;0;
1;55;3;2;5;0;
1;55;3;3;1;0;
1;55;3;3;2;0;
1;55;3;3;3;0;
1;55;3;3;4;0;
1;55;3;3;5;0;
1;55;3;4;1;0;
1;55;3;4;2;0;
1;55;3;4;3;0;
1;55;3;4;4;0;
1;55;3;4;5;0;
1;55;4;1;1;0;
1;55;4;1;2;0;
1;55;4;1;3;0;
1;55;4;1;4;0;
1;55;4;1;5;0;
1;55;4;2;1;0;
1;55;4;2;2;0;
1;55;4;2;3;0;
1;55;4;2;4;0;
1;55;4;2;5;0;
1;55;4;3;1;0;
1;55;4;3;2;0;
1;55;4;3;3;0;
1;55;4;3;4;0;
1;55;4;3;5;0;
1;55;4;4;1;0;
1;55;4;4;2;0;
1;55;4;4;3;0;
1;55;4;4;4;0;
1;55;4;4;5;0;
1;55;5;1;1;0;
1;55;5;1;2;0;
1;55;5;1;3;0;
1;55;5;1;4;0;
1;55;5;1;5;0;
1;55;5;2;1;0;
1;55;5;2;2;0;
1;55;5;2;3;0;
1;55;5;2;4;0;
1;55;5;2;5;0;
1;55;5;3;1;0;
1;55;5;3;2;0;
1;55;5;3;3;0;
1;55;5;3;4;0;
1;55;5;3;5;0;
1;55;5;4;1;0;
1;55;5;4;2;0;
1;55;5;4;3;0;
1;55;5;4;4;0;
1;55;5;4;5;0;
1;55;6;1;1;0;
1;55;6;1;2;0;
1;55;6;1;3;0;
1;55;6;1;4;0;
1;55;6;1;5;0;
1;55;6;2;1;0;
1;55;6;2;2;0;
1;55;6;2;3;0;
1;55;6;2;4;0;
1;55;6;2;5;0;
1;55;6;3;1;0;
1;55;6;3;2;0;
1;55;6;3;3;0;
1;55;6;3;4;0;
1;55;6;3;5;0;
1;55;6;4;1;0;
1;55;6;4;2;0;
1;55;6;4;3;0;
1;55;6;4;4;0;
1;55;6;4;5;0;
1;56;1;1;1;0;
1;56;1;1;2;0;
1;56;1;1;3;0;
1;56;1;1;4;0;
1;56;1;1;5;0;
1;56;1;2;1;0;
1;56;1;2;2;0;
1;56;1;2;3;0;
1;56;1;2;4;0;
1;56;1;2;5;0;
1;56;1;3;1;0;
1;56;1;3;2;0;
1;56;1;3;3;0;
1;56;1;3;4;0;
1;56;1;3;5;0;
1;56;1;4;1;0;
1;56;1;4;2;0;
1;56;1;4;3;0;
1;56;1;4;4;0;
1;56;1;4;5;0;
1;56;2;1;1;0;
1;56;2;1;2;0;
1;56;2;1;3;0;
1;56;2;1;4;0;
1;56;2;1;5;0;
1;56;2;2;1;0;
1;56;2;2;2;0;
1;56;2;2;3;0;
1;56;2;2;4;0;
1;56;2;2;5;0;
1;56;2;3;1;0;
1;56;2;3;2;0;
1;56;2;3;3;0;
1;56;2;3;4;0;
1;56;2;3;5;0;
1;56;2;4;1;0;
1;56;2;4;2;0;
1;56;2;4;3;0;
1;56;2;4;4;0;
1;56;2;4;5;0;
1;56;3;1;1;0;
1;56;3;1;2;0;
1;56;3;1;3;0;
1;56;3;1;4;0;
1;56;3;1;5;0;
1;56;3;2;1;0;
1;56;3;2;2;0;
1;56;3;2;3;0;
1;56;3;2;4;0;
1;56;3;2;5;0;
1;56;3;3;1;0;
1;56;3;3;2;0;
1;56;3;3;3;0;
1;56;3;3;4;0;
1;56;3;3;5;0;
1;56;3;4;1;0;
1;56;3;4;2;0;
1;56;3;4;3;0;
1;56;3;4;4;0;
1;56;3;4;5;0;
1;56;4;1;1;0;
1;56;4;1;2;0;
1;56;4;1;3;0;
1;56;4;1;4;0;
1;56;4;1;5;0;
1;56;4;2;1;0;
1;56;4;2;2;0;
1;56;4;2;3;0;
1;56;4;2;4;0;
1;56;4;2;5;0;
1;56;4;3;1;0;
1;56;4;3;2;0;
1;56;4;3;3;0;
1;56;4;3;4;0;
1;56;4;3;5;0;
1;56;4;4;1;0;
1;56;4;4;2;0;
1;56;4;4;3;0;
1;56;4;4;4;0;
1;56;4;4;5;0;
1;56;5;1;1;0;
1;56;5;1;2;0;
1;56;5;1;3;0;
1;56;5;1;4;0;
1;56;5;1;5;0;
1;56;5;2;1;0;
1;56;5;2;2;0;
1;56;5;2;3;0;
1;56;5;2;4;0;
1;56;5;2;5;0;
1;56;5;3;1;0;
1;56;5;3;2;0;
1;56;5;3;3;0;
1;56;5;3;4;0;
1;56;5;3;5;0;
1;56;5;4;1;0;
1;56;5;4;2;0;
1;56;5;4;3;0;
1;56;5;4;4;0;
1;56;5;4;5;0;
1;56;6;1;1;0;
1;56;6;1;2;0;
1;56;6;1;3;0;
1;56;6;1;4;0;
1;56;6;1;5;0;
1;56;6;2;1;0;
1;56;6;2;2;0;
1;56;6;2;3;0;
1;56;6;2;4;0;
1;56;6;2;5;0;
1;56;6;3;1;0;
1;56;6;3;2;0;
1;56;6;3;3;0;
1;56;6;3;4;0;
1;56;6;3;5;0;
1;56;6;4;1;0;
1;56;6;4;2;0;
1;56;6;4;3;0;
1;56;6;4;4;0;
1;56;6;4;5;0;
1;57;1;1;1;0;
1;57;1;1;2;0;
1;57;1;1;3;0;
1;57;1;1;4;0;
1;57;1;1;5;0;
1;57;1;2;1;0;
1;57;1;2;2;0;
1;57;1;2;3;0;
1;57;1;2;4;0;
1;57;1;2;5;0;
1;57;1;3;1;0;
1;57;1;3;2;0;
1;57;1;3;3;0;
1;57;1;3;4;0;
1;57;1;3;5;0;
1;57;1;4;1;0;
1;57;1;4;2;0;
1;57;1;4;3;0;
1;57;1;4;4;0;
1;57;1;4;5;0;
1;57;2;1;1;0;
1;57;2;1;2;0;
1;57;2;1;3;0;
1;57;2;1;4;0;
1;57;2;1;5;0;
1;57;2;2;1;0;
1;57;2;2;2;0;
1;57;2;2;3;0;
1;57;2;2;4;0;
1;57;2;2;5;0;
1;57;2;3;1;0;
1;57;2;3;2;0;
1;57;2;3;3;0;
1;57;2;3;4;0;
1;57;2;3;5;0;
1;57;2;4;1;0;
1;57;2;4;2;0;
1;57;2;4;3;0;
1;57;2;4;4;0;
1;57;2;4;5;0;
1;57;3;1;1;0;
1;57;3;1;2;0;
1;57;3;1;3;0;
1;57;3;1;4;0;
1;57;3;1;5;0;
1;57;3;2;1;0;
1;57;3;2;2;0;
1;57;3;2;3;0;
1;57;3;2;4;0;
1;57;3;2;5;0;
1;57;3;3;1;0;
1;57;3;3;2;0;
1;57;3;3;3;0;
1;57;3;3;4;0;
1;57;3;3;5;0;
1;57;3;4;1;0;
1;57;3;4;2;0;
1;57;3;4;3;0;
1;57;3;4;4;0;
1;57;3;4;5;0;
1;57;4;1;1;0;
1;57;4;1;2;0;
1;57;4;1;3;0;
1;57;4;1;4;0;
1;57;4;1;5;0;
1;57;4;2;1;0;
1;57;4;2;2;0;
1;57;4;2;3;0;
1;57;4;2;4;0;
1;57;4;2;5;0;
1;57;4;3;1;0;
1;57;4;3;2;0;
1;57;4;3;3;0;
1;57;4;3;4;0;
1;57;4;3;5;0;
1;57;4;4;1;0;
1;57;4;4;2;0;
1;57;4;4;3;0;
1;57;4;4;4;0;
1;57;4;4;5;0;
1;57;5;1;1;0;
1;57;5;1;2;0;
1;57;5;1;3;0;
1;57;5;1;4;0;
1;57;5;1;5;0;
1;57;5;2;1;0;
1;57;5;2;2;0;
1;57;5;2;3;0;
1;57;5;2;4;0;
1;57;5;2;5;0;
1;57;5;3;1;0;
1;57;5;3;2;0;
1;57;5;3;3;0;
1;57;5;3;4;0;
1;57;5;3;5;0;
1;57;5;4;1;0;
1;57;5;4;2;0;
1;57;5;4;3;0;
1;57;5;4;4;0;
1;57;5;4;5;0;
1;57;6;1;1;0;
1;57;6;1;2;0;
1;57;6;1;3;0;
1;57;6;1;4;0;
1;57;6;1;5;0;
1;57;6;2;1;0;
1;57;6;2;2;0;
1;57;6;2;3;0;
1;57;6;2;4;0;
1;57;6;2;5;0;
1;57;6;3;1;0;
1;57;6;3;2;0;
1;57;6;3;3;0;
1;57;6;3;4;0;
1;57;6;3;5;0;
1;57;6;4;1;0;
1;57;6;4;2;0;
1;57;6;4;3;0;
1;57;6;4;4;0;
1;57;6;4;5;0;
1;58;1;1;1;0;
1;58;1;1;2;0;
1;58;1;1;3;0;
1;58;1;1;4;0;
1;58;1;1;5;0;
1;58;1;2;1;0;
1;58;1;2;2;0;
1;58;1;2;3;0;
1;58;1;2;4;0;
1;58;1;2;5;0;
1;58;1;3;1;0;
1;58;1;3;2;0;
1;58;1;3;3;0;
1;58;1;3;4;0;
1;58;1;3;5;0;
1;58;1;4;1;0;
1;58;1;4;2;0;
1;58;1;4;3;0;
1;58;1;4;4;0;
1;58;1;4;5;0;
1;58;2;1;1;0;
1;58;2;1;2;0;
1;58;2;1;3;0;
1;58;2;1;4;0;
1;58;2;1;5;0;
1;58;2;2;1;0;
1;58;2;2;2;0;
1;58;2;2;3;0;
1;58;2;2;4;0;
1;58;2;2;5;0;
1;58;2;3;1;0;
1;58;2;3;2;0;
1;58;2;3;3;0;
1;58;2;3;4;0;
1;58;2;3;5;0;
1;58;2;4;1;0;
1;58;2;4;2;0;
1;58;2;4;3;0;
1;58;2;4;4;0;
1;58;2;4;5;0;
1;58;3;1;1;0;
1;58;3;1;2;0;
1;58;3;1;3;0;
1;58;3;1;4;0;
1;58;3;1;5;0;
1;58;3;2;1;0;
1;58;3;2;2;0;
1;58;3;2;3;0;
1;58;3;2;4;0;
1;58;3;2;5;0;
1;58;3;3;1;0;
1;58;3;3;2;0;
1;58;3;3;3;0;
1;58;3;3;4;0;
1;58;3;3;5;0;
1;58;3;4;1;0;
1;58;3;4;2;0;
1;58;3;4;3;0;
1;58;3;4;4;0;
1;58;3;4;5;0;
1;58;4;1;1;0;
1;58;4;1;2;0;
1;58;4;1;3;0;
1;58;4;1;4;0;
1;58;4;1;5;0;
1;58;4;2;1;0;
1;58;4;2;2;0;
1;58;4;2;3;0;
1;58;4;2;4;0;
1;58;4;2;5;0;
1;58;4;3;1;0;
1;58;4;3;2;0;
1;58;4;3;3;0;
1;58;4;3;4;0;
1;58;4;3;5;0;
1;58;4;4;1;0;
1;58;4;4;2;0;
1;58;4;4;3;0;
1;58;4;4;4;0;
1;58;4;4;5;0;
1;58;5;1;1;0;
1;58;5;1;2;0;
1;58;5;1;3;0;
1;58;5;1;4;0;
1;58;5;1;5;0;
1;58;5;2;1;0;
1;58;5;2;2;0;
1;58;5;2;3;0;
1;58;5;2;4;0;
1;58;5;2;5;0;
1;58;5;3;1;0;
1;58;5;3;2;0;
1;58;5;3;3;0;
1;58;5;3;4;0;
1;58;5;3;5;0;
1;58;5;4;1;0;
1;58;5;4;2;0;
1;58;5;4;3;0;
1;58;5;4;4;0;
1;58;5;4;5;0;
1;58;6;1;1;0;
1;58;6;1;2;0;
1;58;6;1;3;0;
1;58;6;1;4;0;
1;58;6;1;5;0;
1;58;6;2;1;0;
1;58;6;2;2;0;
1;58;6;2;3;0;
1;58;6;2;4;0;
1;58;6;2;5;0;
1;58;6;3;1;0;
1;58;6;3;2;0;
1;58;6;3;3;0;
1;58;6;3;4;0;
1;58;6;3;5;0;
1;58;6;4;1;0;
1;58;6;4;2;0;
1;58;6;4;3;0;
1;58;6;4;4;0;
1;58;6;4;5;0;
1;59;1;1;1;0;
1;59;1;1;2;0;
1;59;1;1;3;0;
1;59;1;1;4;0;
1;59;1;1;5;0;
1;59;1;2;1;0;
1;59;1;2;2;0;
1;59;1;2;3;0;
1;59;1;2;4;0;
1;59;1;2;5;0;
1;59;1;3;1;0;
1;59;1;3;2;0;
1;59;1;3;3;0;
1;59;1;3;4;0;
1;59;1;3;5;0;
1;59;1;4;1;0;
1;59;1;4;2;0;
1;59;1;4;3;0;
1;59;1;4;4;0;
1;59;1;4;5;0;
1;59;2;1;1;0;
1;59;2;1;2;0;
1;59;2;1;3;0;
1;59;2;1;4;0;
1;59;2;1;5;0;
1;59;2;2;1;0;
1;59;2;2;2;0;
1;59;2;2;3;0;
1;59;2;2;4;0;
1;59;2;2;5;0;
1;59;2;3;1;0;
1;59;2;3;2;0;
1;59;2;3;3;0;
1;59;2;3;4;0;
1;59;2;3;5;0;
1;59;2;4;1;0;
1;59;2;4;2;0;
1;59;2;4;3;0;
1;59;2;4;4;0;
1;59;2;4;5;0;
1;59;3;1;1;0;
1;59;3;1;2;0;
1;59;3;1;3;0;
1;59;3;1;4;0;
1;59;3;1;5;0;
1;59;3;2;1;0;
1;59;3;2;2;0;
1;59;3;2;3;0;
1;59;3;2;4;0;
1;59;3;2;5;0;
1;59;3;3;1;0;
1;59;3;3;2;0;
1;59;3;3;3;0;
1;59;3;3;4;0;
1;59;3;3;5;0;
1;59;3;4;1;0;
1;59;3;4;2;0;
1;59;3;4;3;0;
1;59;3;4;4;0;
1;59;3;4;5;0;
1;59;4;1;1;0;
1;59;4;1;2;0;
1;59;4;1;3;0;
1;59;4;1;4;0;
1;59;4;1;5;0;
1;59;4;2;1;0;
1;59;4;2;2;0;
1;59;4;2;3;0;
1;59;4;2;4;0;
1;59;4;2;5;0;
1;59;4;3;1;0;
1;59;4;3;2;0;
1;59;4;3;3;0;
1;59;4;3;4;0;
1;59;4;3;5;0;
1;59;4;4;1;0;
1;59;4;4;2;0;
1;59;4;4;3;0;
1;59;4;4;4;0;
1;59;4;4;5;0;
1;59;5;1;1;0;
1;59;5;1;2;0;
1;59;5;1;3;0;
1;59;5;1;4;0;
1;59;5;1;5;0;
1;59;5;2;1;0;
1;59;5;2;2;0;
1;59;5;2;3;0;
1;59;5;2;4;0;
1;59;5;2;5;0;
1;59;5;3;1;0;
1;59;5;3;2;0;
1;59;5;3;3;0;
1;59;5;3;4;0;
1;59;5;3;5;0;
1;59;5;4;1;0;
1;59;5;4;2;0;
1;59;5;4;3;0;
1;59;5;4;4;0;
1;59;5;4;5;0;
1;59;6;1;1;0;
1;59;6;1;2;0;
1;59;6;1;3;0;
1;59;6;1;4;0;
1;59;6;1;5;0;
1;59;6;2;1;0;
1;59;6;2;2;0;
1;59;6;2;3;0;
1;59;6;2;4;0;
1;59;6;2;5;0;
1;59;6;3;1;0;
1;59;6;3;2;0;
1;59;6;3;3;0;
1;59;6;3;4;0;
1;59;6;3;5;0;
1;59;6;4;1;0;
1;59;6;4;2;0;
1;59;6;4;3;0;
1;59;6;4;4;0;
1;59;6;4;5;0;
1;60;1;1;1;0;
1;60;1;1;2;0;
1;60;1;1;3;0;
1;60;1;1;4;0;
1;60;1;1;5;0;
1;60;1;2;1;0;
1;60;1;2;2;0;
1;60;1;2;3;0;
1;60;1;2;4;0;
1;60;1;2;5;0;
1;60;1;3;1;0;
1;60;1;3;2;0;
1;60;1;3;3;0;
1;60;1;3;4;0;
1;60;1;3;5;0;
1;60;1;4;1;0;
1;60;1;4;2;0;
1;60;1;4;3;0;
1;60;1;4;4;0;
1;60;1;4;5;0;
1;60;2;1;1;0;
1;60;2;1;2;0;
1;60;2;1;3;0;
1;60;2;1;4;0;
1;60;2;1;5;0;
1;60;2;2;1;0;
1;60;2;2;2;0;
1;60;2;2;3;0;
1;60;2;2;4;0;
1;60;2;2;5;0;
1;60;2;3;1;0;
1;60;2;3;2;0;
1;60;2;3;3;0;
1;60;2;3;4;0;
1;60;2;3;5;0;
1;60;2;4;1;0;
1;60;2;4;2;0;
1;60;2;4;3;0;
1;60;2;4;4;0;
1;60;2;4;5;0;
1;60;3;1;1;0;
1;60;3;1;2;0;
1;60;3;1;3;0;
1;60;3;1;4;0;
1;60;3;1;5;0;
1;60;3;2;1;0;
1;60;3;2;2;0;
1;60;3;2;3;0;
1;60;3;2;4;0;
1;60;3;2;5;0;
1;60;3;3;1;0;
1;60;3;3;2;0;
1;60;3;3;3;0;
1;60;3;3;4;0;
1;60;3;3;5;0;
1;60;3;4;1;0;
1;60;3;4;2;0;
1;60;3;4;3;0;
1;60;3;4;4;0;
1;60;3;4;5;0;
1;60;4;1;1;0;
1;60;4;1;2;0;
1;60;4;1;3;0;
1;60;4;1;4;0;
1;60;4;1;5;0;
1;60;4;2;1;0;
1;60;4;2;2;0;
1;60;4;2;3;0;
1;60;4;2;4;0;
1;60;4;2;5;0;
1;60;4;3;1;0;
1;60;4;3;2;0;
1;60;4;3;3;0;
1;60;4;3;4;0;
1;60;4;3;5;0;
1;60;4;4;1;0;
1;60;4;4;2;0;
1;60;4;4;3;0;
1;60;4;4;4;0;
1;60;4;4;5;0;
1;60;5;1;1;0;
1;60;5;1;2;0;
1;60;5;1;3;0;
1;60;5;1;4;0;
1;60;5;1;5;0;
1;60;5;2;1;0;
1;60;5;2;2;0;
1;60;5;2;3;0;
1;60;5;2;4;0;
1;60;5;2;5;0;
1;60;5;3;1;0;
1;60;5;3;2;0;
1;60;5;3;3;0;
1;60;5;3;4;0;
1;60;5;3;5;0;
1;60;5;4;1;0;
1;60;5;4;2;0;
1;60;5;4;3;0;
1;60;5;4;4;0;
1;60;5;4;5;0;
1;60;6;1;1;0;
1;60;6;1;2;0;
1;60;6;1;3;0;
1;60;6;1;4;0;
1;60;6;1;5;0;
1;60;6;2;1;0;
1;60;6;2;2;0;
1;60;6;2;3;0;
1;60;6;2;4;0;
1;60;6;2;5;0;
1;60;6;3;1;0;
1;60;6;3;2;0;
1;60;6;3;3;0;
1;60;6;3;4;0;
1;60;6;3;5;0;
1;60;6;4;1;0;
1;60;6;4;2;0;
1;60;6;4;3;0;
1;60;6;4;4;0;
1;60;6;4;5;0;
1;61;1;1;1;0;
1;61;1;1;2;0;
1;61;1;1;3;0;
1;61;1;1;4;0;
1;61;1;1;5;0;
1;61;1;2;1;0;
1;61;1;2;2;0;
1;61;1;2;3;0;
1;61;1;2;4;0;
1;61;1;2;5;0;
1;61;1;3;1;0;
1;61;1;3;2;0;
1;61;1;3;3;0;
1;61;1;3;4;0;
1;61;1;3;5;0;
1;61;1;4;1;0;
1;61;1;4;2;0;
1;61;1;4;3;0;
1;61;1;4;4;0;
1;61;1;4;5;0;
1;61;2;1;1;0;
1;61;2;1;2;0;
1;61;2;1;3;0;
1;61;2;1;4;0;
1;61;2;1;5;0;
1;61;2;2;1;0;
1;61;2;2;2;0;
1;61;2;2;3;0;
1;61;2;2;4;0;
1;61;2;2;5;0;
1;61;2;3;1;0;
1;61;2;3;2;0;
1;61;2;3;3;0;
1;61;2;3;4;0;
1;61;2;3;5;0;
1;61;2;4;1;0;
1;61;2;4;2;0;
1;61;2;4;3;0;
1;61;2;4;4;0;
1;61;2;4;5;0;
1;61;3;1;1;0;
1;61;3;1;2;0;
1;61;3;1;3;0;
1;61;3;1;4;0;
1;61;3;1;5;0;
1;61;3;2;1;0;
1;61;3;2;2;0;
1;61;3;2;3;0;
1;61;3;2;4;0;
1;61;3;2;5;0;
1;61;3;3;1;0;
1;61;3;3;2;0;
1;61;3;3;3;0;
1;61;3;3;4;0;
1;61;3;3;5;0;
1;61;3;4;1;0;
1;61;3;4;2;0;
1;61;3;4;3;0;
1;61;3;4;4;0;
1;61;3;4;5;0;
1;61;4;1;1;0;
1;61;4;1;2;0;
1;61;4;1;3;0;
1;61;4;1;4;0;
1;61;4;1;5;0;
1;61;4;2;1;0;
1;61;4;2;2;0;
1;61;4;2;3;0;
1;61;4;2;4;0;
1;61;4;2;5;0;
1;61;4;3;1;0;
1;61;4;3;2;0;
1;61;4;3;3;0;
1;61;4;3;4;0;
1;61;4;3;5;0;
1;61;4;4;1;0;
1;61;4;4;2;0;
1;61;4;4;3;0;
1;61;4;4;4;0;
1;61;4;4;5;0;
1;61;5;1;1;0;
1;61;5;1;2;0;
1;61;5;1;3;0;
1;61;5;1;4;0;
1;61;5;1;5;0;
1;61;5;2;1;0;
1;61;5;2;2;0;
1;61;5;2;3;0;
1;61;5;2;4;0;
1;61;5;2;5;0;
1;61;5;3;1;0;
1;61;5;3;2;0;
1;61;5;3;3;0;
1;61;5;3;4;0;
1;61;5;3;5;0;
1;61;5;4;1;0;
1;61;5;4;2;0;
1;61;5;4;3;0;
1;61;5;4;4;0;
1;61;5;4;5;0;
1;61;6;1;1;0;
1;61;6;1;2;0;
1;61;6;1;3;0;
1;61;6;1;4;0;
1;61;6;1;5;0;
1;61;6;2;1;0;
1;61;6;2;2;0;
1;61;6;2;3;0;
1;61;6;2;4;0;
1;61;6;2;5;0;
1;61;6;3;1;0;
1;61;6;3;2;0;
1;61;6;3;3;0;
1;61;6;3;4;0;
1;61;6;3;5;0;
1;61;6;4;1;0;
1;61;6;4;2;0;
1;61;6;4;3;0;
1;61;6;4;4;0;
1;61;6;4;5;0;
1;62;1;1;1;0;
1;62;1;1;2;0;
1;62;1;1;3;0;
1;62;1;1;4;0;
1;62;1;1;5;0;
1;62;1;2;1;0;
1;62;1;2;2;0;
1;62;1;2;3;0;
1;62;1;2;4;0;
1;62;1;2;5;0;
1;62;1;3;1;0;
1;62;1;3;2;0;
1;62;1;3;3;0;
1;62;1;3;4;0;
1;62;1;3;5;0;
1;62;1;4;1;0;
1;62;1;4;2;0;
1;62;1;4;3;0;
1;62;1;4;4;0;
1;62;1;4;5;0;
1;62;2;1;1;0;
1;62;2;1;2;0;
1;62;2;1;3;0;
1;62;2;1;4;0;
1;62;2;1;5;0;
1;62;2;2;1;0;
1;62;2;2;2;0;
1;62;2;2;3;0;
1;62;2;2;4;0;
1;62;2;2;5;0;
1;62;2;3;1;0;
1;62;2;3;2;0;
1;62;2;3;3;0;
1;62;2;3;4;0;
1;62;2;3;5;0;
1;62;2;4;1;0;
1;62;2;4;2;0;
1;62;2;4;3;0;
1;62;2;4;4;0;
1;62;2;4;5;0;
1;62;3;1;1;0;
1;62;3;1;2;0;
1;62;3;1;3;0;
1;62;3;1;4;0;
1;62;3;1;5;0;
1;62;3;2;1;0;
1;62;3;2;2;0;
1;62;3;2;3;0;
1;62;3;2;4;0;
1;62;3;2;5;0;
1;62;3;3;1;0;
1;62;3;3;2;0;
1;62;3;3;3;0;
1;62;3;3;4;0;
1;62;3;3;5;0;
1;62;3;4;1;0;
1;62;3;4;2;0;
1;62;3;4;3;0;
1;62;3;4;4;0;
1;62;3;4;5;0;
1;62;4;1;1;0;
1;62;4;1;2;0;
1;62;4;1;3;0;
1;62;4;1;4;0;
1;62;4;1;5;0;
1;62;4;2;1;0;
1;62;4;2;2;0;
1;62;4;2;3;0;
1;62;4;2;4;0;
1;62;4;2;5;0;
1;62;4;3;1;0;
1;62;4;3;2;0;
1;62;4;3;3;0;
1;62;4;3;4;0;
1;62;4;3;5;0;
1;62;4;4;1;0;
1;62;4;4;2;0;
1;62;4;4;3;0;
1;62;4;4;4;0;
1;62;4;4;5;0;
1;62;5;1;1;0;
1;62;5;1;2;0;
1;62;5;1;3;0;
1;62;5;1;4;0;
1;62;5;1;5;0;
1;62;5;2;1;0;
1;62;5;2;2;0;
1;62;5;2;3;0;
1;62;5;2;4;0;
1;62;5;2;5;0;
1;62;5;3;1;0;
1;62;5;3;2;0;
1;62;5;3;3;0;
1;62;5;3;4;0;
1;62;5;3;5;0;
1;62;5;4;1;0;
1;62;5;4;2;0;
1;62;5;4;3;0;
1;62;5;4;4;0;
1;62;5;4;5;0;
1;62;6;1;1;0;
1;62;6;1;2;0;
1;62;6;1;3;0;
1;62;6;1;4;0;
1;62;6;1;5;0;
1;62;6;2;1;0;
1;62;6;2;2;0;
1;62;6;2;3;0;
1;62;6;2;4;0;
1;62;6;2;5;0;
1;62;6;3;1;0;
1;62;6;3;2;0;
1;62;6;3;3;0;
1;62;6;3;4;0;
1;62;6;3;5;0;
1;62;6;4;1;0;
1;62;6;4;2;0;
1;62;6;4;3;0;
1;62;6;4;4;0;
1;62;6;4;5;0;
1;63;1;1;1;0;
1;63;1;1;2;0;
1;63;1;1;3;0;
1;63;1;1;4;0;
1;63;1;1;5;0;
1;63;1;2;1;0;
1;63;1;2;2;0;
1;63;1;2;3;0;
1;63;1;2;4;0;
1;63;1;2;5;0;
1;63;1;3;1;0;
1;63;1;3;2;0;
1;63;1;3;3;0;
1;63;1;3;4;0;
1;63;1;3;5;0;
1;63;1;4;1;0;
1;63;1;4;2;0;
1;63;1;4;3;0;
1;63;1;4;4;0;
1;63;1;4;5;0;
1;63;2;1;1;0;
1;63;2;1;2;0;
1;63;2;1;3;0;
1;63;2;1;4;0;
1;63;2;1;5;0;
1;63;2;2;1;0;
1;63;2;2;2;0;
1;63;2;2;3;0;
1;63;2;2;4;0;
1;63;2;2;5;0;
1;63;2;3;1;0;
1;63;2;3;2;0;
1;63;2;3;3;0;
1;63;2;3;4;0;
1;63;2;3;5;0;
1;63;2;4;1;0;
1;63;2;4;2;0;
1;63;2;4;3;0;
1;63;2;4;4;0;
1;63;2;4;5;0;
1;63;3;1;1;0;
1;63;3;1;2;0;
1;63;3;1;3;0;
1;63;3;1;4;0;
1;63;3;1;5;0;
1;63;3;2;1;0;
1;63;3;2;2;0;
1;63;3;2;3;0;
1;63;3;2;4;0;
1;63;3;2;5;0;
1;63;3;3;1;0;
1;63;3;3;2;0;
1;63;3;3;3;0;
1;63;3;3;4;0;
1;63;3;3;5;0;
1;63;3;4;1;0;
1;63;3;4;2;0;
1;63;3;4;3;0;
1;63;3;4;4;0;
1;63;3;4;5;0;
1;63;4;1;1;0;
1;63;4;1;2;0;
1;63;4;1;3;0;
1;63;4;1;4;0;
1;63;4;1;5;0;
1;63;4;2;1;0;
1;63;4;2;2;0;
1;63;4;2;3;0;
1;63;4;2;4;0;
1;63;4;2;5;0;
1;63;4;3;1;0;
1;63;4;3;2;0;
1;63;4;3;3;0;
1;63;4;3;4;0;
1;63;4;3;5;0;
1;63;4;4;1;0;
1;63;4;4;2;0;
1;63;4;4;3;0;
1;63;4;4;4;0;
1;63;4;4;5;0;
1;63;5;1;1;0;
1;63;5;1;2;0;
1;63;5;1;3;0;
1;63;5;1;4;0;
1;63;5;1;5;0;
1;63;5;2;1;0;
1;63;5;2;2;0;
1;63;5;2;3;0;
1;63;5;2;4;0;
1;63;5;2;5;0;
1;63;5;3;1;0;
1;63;5;3;2;0;
1;63;5;3;3;0;
1;63;5;3;4;0;
1;63;5;3;5;0;
1;63;5;4;1;0;
1;63;5;4;2;0;
1;63;5;4;3;0;
1;63;5;4;4;0;
1;63;5;4;5;0;
1;63;6;1;1;0;
1;63;6;1;2;0;
1;63;6;1;3;0;
1;63;6;1;4;0;
1;63;6;1;5;0;
1;63;6;2;1;0;
1;63;6;2;2;0;
1;63;6;2;3;0;
1;63;6;2;4;0;
1;63;6;2;5;0;
1;63;6;3;1;0;
1;63;6;3;2;0;
1;63;6;3;3;0;
1;63;6;3;4;0;
1;63;6;3;5;0;
1;63;6;4;1;0;
1;63;6;4;2;0;
1;63;6;4;3;0;
1;63;6;4;4;0;
1;63;6;4;5;0;
1;64;1;1;1;0;
1;64;1;1;2;0;
1;64;1;1;3;0;
1;64;1;1;4;0;
1;64;1;1;5;0;
1;64;1;2;1;0;
1;64;1;2;2;0;
1;64;1;2;3;0;
1;64;1;2;4;0;
1;64;1;2;5;0;
1;64;1;3;1;0;
1;64;1;3;2;0;
1;64;1;3;3;0;
1;64;1;3;4;0;
1;64;1;3;5;0;
1;64;1;4;1;0;
1;64;1;4;2;0;
1;64;1;4;3;0;
1;64;1;4;4;0;
1;64;1;4;5;0;
1;64;2;1;1;0;
1;64;2;1;2;0;
1;64;2;1;3;0;
